ID_EQUIPO,ID_TIPO_EQ,TIPO_EQUIPO,ID_EMPRESA,NOMBRE_EQUIPO,MARCA,MODELO,SERIE,QR,FOTO,UBICACION,PERIODICIDAD
6,1,MARMITA,1001,MARMITA C.C.1.3  (ex C.C.1.2),CLEVELAND,,,#REF!,EQUIPOS_Images/7.FOTO.142222.jpg,CASINO CENTRAL,TRIMESTRAL 
8,1,MARMITA,1001,MARMITA C.C.1.2 (ex C.C.1.3),BIGGI,,,,EQUIPOS_Images/8.FOTO.142336.jpg,CASINO CENTRAL,TRIMESTRAL 
9,1,MARMITA,1001,MARMITA C.C.1.1 (ex C.C.1.4),USINOX,,,,EQUIPOS_Images/9.FOTO.142312.jpg,CASINO CENTRAL,TRIMESTRAL 
10,2,HORNO CONVECTOR,1001,HORNO C.C.2.1,RATIONAL,CM,,,EQUIPOS_Images/10.FOTO.142443.jpg,CASINO CENTRAL,FUERA CONTRATO
11,2,HORNO CONVECTOR,1001,HORNO C.C.2.1 (ex  C.C.2.2),RATIONAL,CM,,,EQUIPOS_Images/11.FOTO.142514.jpg,CASINO CENTRAL,FUERA CONTRATO
12,2,HORNO CONVECTOR,1001,HORNO C.C.2.2 (ex C.C.2.3),RATIONAL (nuevo),SCC WE 201,E21SI18022644915,,EQUIPOS_Images/12.FOTO.142801.jpg,CASINO CENTRAL,FUERA CONTRATO
13,2,HORNO CONVECTOR,1001,HORNO C.C.2.4,RATIONAL,SCC WE 201,E21SI18092696801,,EQUIPOS_Images/13.FOTO.143033.jpg,CASINO CENTRAL,FUERA CONTRATO
15,3,SARTEN BASCULANTE,1001,SARTEN BASCULANTE C.C.4.1 (ex C.C.4.2),CLEVELAND,,,,EQUIPOS_Images/15.FOTO.143316.jpg,CASINO CENTRAL,TRIMESTRAL 
16,4,COCINA A GAS,1001,COCINA C.C.5.1,8 PLATOS,IMAHE,,,EQUIPOS_Images/16.FOTO.144359.jpg,CASINO CENTRAL,TRIMESTRAL 
17,5,MANTENEDOR CALIENTE,1001,MANTENEDOR CALIENTE C.C.6.1,FWE,X BANDEJAS,,,EQUIPOS_Images/17.FOTO.204606.jpg,CASINO CENTRAL,SEMESTRAL
18,5,MANTENEDOR CALIENTE,1001,MANTENEDOR CALIENTE C.C.6.2.     ZONA DE ACOPIO,IMAHE,OBA 14018,,,EQUIPOS_Images/18.FOTO.145850.jpg,CASINO CENTRAL,DE BAJA
19,5,MANTENEDOR CALIENTE,1001,MANTENEDOR CALIENTE C.C.6.3.,OZTI,11 BANDEJAS,,,EQUIPOS_Images/19.FOTO.204229.jpg,CASINO CENTRAL,SEMESTRAL
20,5,MANTENEDOR CALIENTE,1001,MANTENEDOR CALIENTE C.C.6.4,OZTI,11 BANDEJAS,,,EQUIPOS_Images/20.FOTO.220000.jpg,CASINO CENTRAL,SEMESTRAL
21,5,MANTENEDOR CALIENTE,1001,MANTENEDOR CALIENTE C.C.6.5.,OZTI,20 BANDEJAS,,,EQUIPOS_Images/21.FOTO.213941.jpg,CASINO CENTRAL,SEMESTRAL
22,5,MANTENEDOR CALIENTE,1001,MANTENEDOR CALIENTE C.C.6.6,OZTI,,,,EQUIPOS_Images/22.FOTO.204746.jpg,CASINO CENTRAL,SEMESTRAL
23,5,MANTENEDOR CALIENTE,1001,MANTENEDOR CALIENTE C.C.6.7 (CUARTO 1),OZTI,5 BANDEJAS,,,EQUIPOS_Images/23.FOTO.210958.jpg,CASINO CENTRAL,SEMESTRAL
24,5,MANTENEDOR CALIENTE,1001,MANTENEDOR CALIENTE C.C.6.8. (CUARTO 1),OZTI,1 puerta,,,EQUIPOS_Images/24.FOTO.211047.jpg,CASINO CENTRAL,SEMESTRAL
25,6,BAÑO MARIA,1001,BAÑO MARÍA C.C.7.1 LÍNEA 1,S/M,,,,EQUIPOS_Images/25.FOTO.214705.jpg,CASINO CENTRAL,BIMESTRAL
26,6,BAÑO MARIA,1001,BAÑO MARÍA C.C.7.2.  LÍNEA 1,S/M,,,,EQUIPOS_Images/26.FOTO.214632.jpg,CASINO CENTRAL,BIMESTRAL
27,6,BAÑO MARIA,1001,BAÑO MARÍA C.C.7.3.    LÍNEA 2,S/M,,,,EQUIPOS_Images/27.FOTO.205249.jpg,CASINO CENTRAL,BIMESTRAL
28,6,BAÑO MARIA,1001,BAÑO MARÍA C.C.7.4.   LÍNEA 2,S/M,,,,EQUIPOS_Images/28.FOTO.205256.jpg,CASINO CENTRAL,BIMESTRAL
29,6,BAÑO MARIA,1001,BAÑO MARÍA C.C.7.5.   LÍNEA 3,S/M,,,,EQUIPOS_Images/29.FOTO.215220.jpg,CASINO CENTRAL,BIMESTRAL
30,6,BAÑO MARIA,1001,BAÑO MARÍA C.C.7.6.    LÍNEA 3,S/M,,,,EQUIPOS_Images/30.FOTO.215255.jpg,CASINO CENTRAL,BIMESTRAL
31,6,BAÑO MARIA,1001,BAÑO MARÍA C.C.7.7. LÍNEA 4,S/M,,,,EQUIPOS_Images/31.FOTO.205225.jpg,CASINO CENTRAL,BIMESTRAL
32,6,BAÑO MARIA,1001,BAÑO MARÍA C.C.7.8.    LÍNEA 4,S/M,,,,EQUIPOS_Images/32.FOTO.205210.jpg,CASINO CENTRAL,BIMESTRAL
33,7,EQUIPOS DE FRIO,1001,CÁMARA DE MANTENCIÓN C.C.8.1,S/M,MANTENCIÓN,,,EQUIPOS_Images/33.FOTO.135930.jpg,CASINO CENTRAL,BIMESTRAL
34,7,EQUIPOS DE FRIO,1001,CÁMARA DE CONGELADOS C.C.8.2,S/M,CONGELADOS,,,EQUIPOS_Images/34.FOTO.135935.jpg,CASINO CENTRAL,BIMESTRAL
35,7,EQUIPOS DE FRIO,1001,CÁMARA DE TRANSITO C.C.8.4.     ZONA DE ACOPIO,S/M,TRÁNSITO,,,EQUIPOS_Images/35.FOTO.145231.jpg,CASINO CENTRAL,BIMESTRAL
36,7,EQUIPOS DE FRIO,1001,CONGELADOR C.C.8.3,Mimet,CONGELADORA,,,EQUIPOS_Images/36.FOTO.200624.jpg,CASINO CENTRAL,FUERA CONTRATO
39,7,EQUIPOS DE FRIO,1001,VISICOOLER 2 PUERTA C.C.8.5.   LINEA1 (ex C.C.8.8),S/M,COOLER,,,EQUIPOS_Images/39.FOTO.185203.jpg,CASINO CENTRAL,DE BAJA
40,7,EQUIPOS DE FRIO,1001,VISICOOLER 2 PUERTA C.C.8.7.  LÍNEA 2 (ex C.C.8.9),MIMET VV-38D,,,,EQUIPOS_Images/40.FOTO.213628.jpg,CASINO CENTRAL,TRIMESTRAL
41,7,EQUIPOS DE FRIO,1001,VISICOOLER 2 PUERTA C.C.8.10.  CUARTO MANTENCIÓN 2,MIMET VV-38D,,,,EQUIPOS_Images/41.FOTO.205643.jpg,CASINO CENTRAL,DE BAJA
42,7,EQUIPOS DE FRIO,1001,VISICOOLER 2 PUERTA C.C.8.8.   LÍNEA 2 (ex C.C.8.11),MIMET VV-38D,,,,EQUIPOS_Images/42.FOTO.205841.jpg,CASINO CENTRAL,FUERA CONTRATO
43,7,EQUIPOS DE FRIO,1001,VITRINA DE POSTRES C.C.8.9.   LINEA3 (ex C.C.8.12),MIMET VV-38D,,,,EQUIPOS_Images/43.FOTO.212956.jpg,CASINO CENTRAL,BIMESTRAL
44,7,EQUIPOS DE FRIO,1001,VITRINA DE POSTRES C.C.8.10.  LINEA 4 (ex C.C.8.13),S/M,VITRINA,,,EQUIPOS_Images/44.FOTO.212650.jpg,CASINO CENTRAL,BIMESTRAL
46,8,ABLANDADOR DE AGUA,1001,ABLANDADOR DE AGUA C.C.10.1,S/M,,,,EQUIPOS_Images/46.FOTO.144544.jpg,CASINO CENTRAL,FUERA CONTRATO
47,9,LAVAVAJILLA,1001,LAVAVAJILLAS C.C.11.1,HOBART,,,,EQUIPOS_Images/47.FOTO.145428.jpg,CASINO CENTRAL,DE BAJA
48,7,EQUIPOS DE FRIO,1001,ABATIDOR C.C.12.1.     SALA PREPARACIÓN FRIA,Tecnomac,CM81569391/0,CMB1002625,,EQUIPOS_Images/48.FOTO.215143.jpg,CASINO CENTRAL,BIMESTRAL
50,10,CALDERIN LAVAVAJILLAS,1001,CALDERIN. C.C.17.1,HATCO,,,,EQUIPOS_Images/50.FOTO.145520.jpg,CASINO CENTRAL,DE BAJA
51,19,MAQUINARIAS EN GENERAL,1001,PICADOR DE VERDURAS,ROBOT COUPE CL 52,,,,EQUIPOS_Images/51.FOTO.023034.jpg,CASINO CENTRAL,FUERA CONTRATO
52,4,CALDERA,1001,CALDERA C.C.17.1,ACV INTERNATIONAL,,,,EQUIPOS_Images/52.FOTO.025057.jpg,CASINO CENTRAL,FUERA CONTRATO
53,12,TERMO,1001,TERMO 1 ELECTRICO (De baja),ALBIN TROTTER,,,,EQUIPOS_Images/53.FOTO.151237.jpg,CASINO CENTRAL SUBTERRÁNEO,DE BAJA
54,12,TERMO,1001,TERMO 2 VIVENDUM C.O.15.1,ALBIN TROTTER,,,,EQUIPOS_Images/54.FOTO.151254.jpg,VIVENDUM,FUERA CONTRATO
55,13,CAMARA DESENGRASADORA,1001,CÁMARA DESGRASADORA C.C.16.1,BIG DIPPERS,,,,EQUIPOS_Images/55.FOTO.151246.jpg,CASINO CENTRAL,DE BAJA
56,19,MAQUINARIAS EN GENERAL,1001,MOTORES DE EXTRACCIÓN,S/M,,,,EQUIPOS_Images/56.FOTO.160107.jpg,CASINO CENTRAL,FUERA CONTRATO
57,5,MANTENEDOR CALIENTE,1001,MANTENEDOR CALIENTE  C.PR.6.1,OZTI,,,,EQUIPOS_Images/57.FOTO.214100.jpg,CASINO PROFESORES,SEMESTRAL
58,6,BAÑO MARIA,1001,BAÑO MARÍA   C.PR.7.1,S/M,,,,EQUIPOS_Images/58.FOTO.201403.jpg,CASINO PROFESORES,BIMESTRAL
59,7,EQUIPOS DE FRIO,1001,VISICOOLER DOS PUERTAS C.PR.8.1,S/M,,,,EQUIPOS_Images/59.FOTO.143811.jpg,CASINO PROFESORES,TRIMESTRAL
60,7,EQUIPOS DE FRIO,1001,EQUIPO DE FRÍO C.PR.8.2,SAVORY,CONGELADORA,,,EQUIPOS_Images/60.FOTO.210839.jpg,CASINO PROFESORES,DE BAJA
61,7,EQUIPOS DE FRIO,1001,SALAD BAR C.PR.9.1,ANTARES,,,,EQUIPOS_Images/61.FOTO.214937.jpg,CASINO PROFESORES,BIMESTRAL
62,7,EQUIPOS DE FRIO,1001,SALAD BAR C.PR.9.2,ROLLER GRILL,,,,EQUIPOS_Images/62.FOTO.212632.jpg,CASINO PROFESORES,FUERA CONTRATO
63,5,MANTENEDOR CALIENTE,1001,MANTENEDOR CALIENTE C.P.6.1,OZTI,5 BANDEJAS,,,EQUIPOS_Images/63.FOTO.164617.jpg,COMEDOR P,FUERA CONTRATO
64,5,MANTENEDOR CALIENTE,1001,MANTENEDOR CALIENTE C.P.6.2,OZTI,5 BANDEJAS,,,EQUIPOS_Images/64.FOTO.184651.jpg,COMEDOR P,FUERA CONTRATO
65,6,BAÑO MARIA,1001,BAÑO MARÍA  C.P.7.1,S/M,,,,EQUIPOS_Images/65.FOTO.161848.jpg,COMEDOR P,BIMESTRAL
66,6,BAÑO MARIA,1001,BAÑO MARÍA C.P.7.2,S/M,,,,EQUIPOS_Images/66.FOTO.162034.jpg,COMEDOR P,BIMESTRAL
67,7,EQUIPOS DE FRIO,1001,VISICOOLER 2 PUERTA C.P.8.1,MIMET VV-38D,,,,EQUIPOS_Images/67.FOTO.160652.jpg,COMEDOR P,TRIMESTRAL
68,7,EQUIPOS DE FRIO,1001,VISICOOLER 2 PUERTA. Sin serie (ex C.P.8.2),MIMET VV-38D,,,,EQUIPOS_Images/68.FOTO.160808.jpg,COMEDOR P,DE BAJA
69,7,EQUIPOS DE FRIO,1001,VISICOOLER 2 PUERTA C.P.8.2 (ex C.P.8.3),MIMET VV-38D,,,,EQUIPOS_Images/69.FOTO.160904.jpg,COMEDOR P,TRIMESTRAL
70,7,EQUIPOS DE FRIO,1001,VITRINA DE POSTRES C.P.8.3,S/M,VITRINA,,,EQUIPOS_Images/70.FOTO.161028.jpg,COMEDOR P,BIMESTRAL
71,7,EQUIPOS DE FRIO,1001,SLAD BAR C.P.9.1,S/M,,,,EQUIPOS_Images/71.FOTO.173315.jpg,COMEDOR P,FUERA CONTRATO
72,9,LAVAVAJILLA,1001,LAVAVAJILLAS C.P.11.1,WOLK,,,,EQUIPOS_Images/72.FOTO.161700.jpg,COMEDOR P,FUERA CONTRATO
73,16,AIRE ACONDICIONADO,1001,"AIRE ACONDICIONADO COMEDOR ""P"" C.P.14.1",Midea,12.000 BTU/HR,,,EQUIPOS_Images/73.FOTO.190307.jpg,COMEDOR P,FUERA CONTRATO
75,2,HORNO CONVECTOR,1001,HORNO C.O.2.1,OPPICI,6 BANDEJAS,MENSUAL,,EQUIPOS_Images/75.FOTO.204936.jpg,VIVENDUM,FUERA CONTRATO
76,2,HORNO CONVECTOR,1001,HORNO C.O.2.2,EUROMAX,10 BANDEJAS,MENSUAL,,EQUIPOS_Images/76.FOTO.003406.jpg,VIVENDUM,FUERA CONTRATO
77,4,COCINA A GAS,1001,COCINA C.O.5.1,S/M,4 PLATOS,,,EQUIPOS_Images/77.FOTO.204715.jpg,VIVENDUM,TRIMESTRAL
78,5,MANTENEDOR CALIENTE,1001,MANTENEDOR CALIENTE C.O.6.1,VULCAN,5 BANDEJAS,,,EQUIPOS_Images/78.FOTO.184630.jpg,VIVENDUM,SEMESTRAL
79,6,BAÑO MARIA,1001,BAÑO MARÍA C.O.7.1,S/M,,,,EQUIPOS_Images/79.FOTO.194259.jpg,VIVENDUM,BIMESTRAL
80,7,EQUIPOS DE FRIO,1001,VITRINA DE POSTRES C.O.8.1,VENTUS PS-1400,VITRINA,,,EQUIPOS_Images/80.FOTO.192847.jpg,VIVENDUM,BIMESTRAL
81,7,EQUIPOS DE FRIO,1001,VITRINA C.O.8.2,VENTUS VP-1500R2,VITRINA,,,EQUIPOS_Images/81.FOTO.192302.jpg,VIVENDUM,TRIMESTRAL
84,7,EQUIPOS DE FRIO,1001,VISICOOLER DOS PUERTAS C.O.8.5,MIMET,,,,EQUIPOS_Images/84.FOTO.201308.jpg,VIVENDUM,FUERA CONTRATO
85,7,EQUIPOS DE FRIO,1001,VISICOOLER 1 PUERTA C.O.8.9 (ex C.O.8.6),COOLER,,,,EQUIPOS_Images/85.FOTO.154454.jpg,VIVENDUM,TRIMESTRAL 
86,7,EQUIPOS DE FRIO,1001,VISICOOLER 1 PUERTA C.O.8.10,S/M,,,,EQUIPOS_Images/86.FOTO.190543.jpg,VIVENDUM,TRIMESTRAL
87,7,EQUIPOS DE FRIO,1001,CONGELADOR C.O.8.8,S/M,,,,EQUIPOS_Images/87.FOTO.213537.jpg,VIVENDUM,FUERA CONTRATO
88,7,EQUIPOS DE FRIO,1001,VISICOOLER 1 PUERTA C.O.8.6 (ex C.O.8.9),S/M,,,,EQUIPOS_Images/88.FOTO.185206.jpg,VIVENDUM,TRIMESTRAL
91,7,EQUIPOS DE FRIO,1001,MESON REFRIGERADO C.O.9.2,TURBO AIR,,Ubicado en sala CM1,,EQUIPOS_Images/91.FOTO.184257.jpg,VIVENDUM,TRIMESTRAL
92,9,LAVAVAJILLA,1001,LAVAVAJILLAS C.O.11.1,FAST,,,,EQUIPOS_Images/92.FOTO.201650.jpg,VIVENDUM,FUERA CONTRATO
111d52e9,7,EQUIPOS DE FRIO,1001,SALAD BAR C.C.9.1.    LÍNEA 1,IMAHE,,,,EQUIPOS_Images/111d52e9.FOTO.205241.jpg,CASINO CENTRAL,BIMESTRAL
ec7eedf3,7,EQUIPOS DE FRIO,1001,SALAD BAR C.C.9.2. LÍNEA 2,IMAHE,,,,EQUIPOS_Images/ec7eedf3.FOTO.215203.jpg,CASINO CENTRAL,BIMESTRAL
f7176769,7,EQUIPOS DE FRIO,1001,SALAD BAR C.C.9.3.   LÍNEA 3,S/M,,,,EQUIPOS_Images/f7176769.FOTO.205232.jpg,CASINO CENTRAL,BIMESTRAL
adf51e35,7,EQUIPOS DE FRIO,1001,SALAD BAR C.C.9.4.   LÍNEA 4,S/M,,,,EQUIPOS_Images/adf51e35.FOTO.191623.jpg,CASINO CENTRAL,BIMESTRAL
073fd5242,8,ABLANDADOR DE AGUA,1001,ABLANDADOR DE AGUA C.P.10.1,S/M,,,,EQUIPOS_Images/073fd524.FOTO.140332.jpg,COMEDOR P,FUERA CONTRATO
8aafd3e2,16,AIRE ACONDICIONADO,1001,AIRE ACONDICIONADO C.O.14.1,SHOOT,SPLIT,,,EQUIPOS_Images/8aafd3e2.FOTO.205942.jpg,VIVENDUM,FUERA CONTRATO
693e37ab,8,ABLANDADOR DE AGUA,1001,ABLANDADOR C.O.10.2,S/M,,,,EQUIPOS_Images/693e37ab.FOTO.210140.jpg,VIVENDUM,FUERA CONTRATO
baf0476d,8,ABLANDADOR DE AGUA,1001,ABLANDADOR DE AGUA C.O.10.1,ION WATER,,,,EQUIPOS_Images/baf0476d.FOTO.210253.jpg,VIVENDUM,FUERA CONTRATO
819bef6e,15,BATIDORA,1001,BATIDORA KITCHENAID,KITCHENAID,5KSM150,,,EQUIPOS_Images/819bef6e.FOTO.211617.jpg,VIVENDUM,FUERA CONTRATO
d3685ddd,13,CAMARA DESENGRASADORA,1001,DESENGRASADORA C.P.16.1,S/M,,,,EQUIPOS_Images/d3685ddd.FOTO.004544.jpg,COMEDOR P,FUERA CONTRATO
71804702,7,EQUIPOS DE FRIO,1001,VISICOOLER C.C.8.6 LINEA UNO,S/M,,,,EQUIPOS_Images/71804702.FOTO.185218.jpg,CASINO CENTRAL,TRIMESTRAL
24eecc3d,7,EQUIPOS DE FRIO,1001,MESON REFRIGERADO C.O.9.1,Lg,Lx125lajm,,,EQUIPOS_Images/24eecc3d.FOTO.185327.jpg,VIVENDUM,TRIMESTRAL
9e76e145,16,AIRE ACONDICIONADO,1001,AIRE ACONDICIONADO C.C.14.1.   SALA PREPARACIÓN FRIA,TRANE,,,,EQUIPOS_Images/9e76e145.FOTO.221033.jpg,CASINO CENTRAL,FUERA CONTRATO
53d8d0fc,7,EQUIPOS DE FRIO,1001,VISICOOLER 2 PUERTA C.C.8.14 ZONA DE ACOPIO,S/M,,C.C.8.14,,EQUIPOS_Images/53d8d0fc.FOTO.221139.jpg,CASINO CENTRAL,DE BAJA
1478,5,MANTENEDOR CALIENTE,1001,MANTENEDOR CALIENTE C.C.6.10,VOLTER,,,,EQUIPOS_Images/1478.FOTO.203324.jpg,CASINO CENTRAL,SEMESTRAL
2173,5,MANTENEDOR CALIENTE,1001,MANTENEDOR CALIENTE C.C.6.9,FOOD WARMER,,,,EQUIPOS_Images/2173.FOTO.203224.jpg,CASINO CENTRAL,SEMESTRAL
1580,7,EQUIPOS DE FRIO,1001,CONGELADOR C.O.8.7,MIMET SAVORY,CV-100IAE,1650365,,,VIVENDUM,DE BAJA
2691,12,TERMO,1001,TERMO 109 LTS C.P.15.1,MADEMSA,100 litros,,,,COMEDOR P,FUERA CONTRATO
2915,9,LAVAVAJILLA,1001,LAVAVAJILLAS WINTERHALTER C50,Winterhalter,C50,42010666,,EQUIPOS_Images/2915.FOTO.134415.jpg,SECTOR LAVADO,FUERA CONTRATO
1942,1,MARMITA,1001,MARMITA C.C.1.4 BIGGI NUEVA,Biggi,,,,EQUIPOS_Images/1942.FOTO.184621.jpg,CASINO CENTRAL,TRIMESTRAL
2578,20,RED DE GAS,1001,RED DE GAS,S/M,,,,,CASINO CENTRAL,FUERA CONTRATO
814,20,RED DE GAS,1001,RED DE GAS,S/M,,,,,VIVENDUM,FUERA CONTRATO
871,7,EQUIPOS DE FRIO,1002,REFRIGERADOR HAIER,HAIER,HYC-260,,,EQUIPOS_Images/871.FOTO.180156.jpg,HOSPITAL QUINTERO,FUERA CONTRATO
1111,7,EQUIPOS DE FRIO,1002,REFRIGERADOR DOS PUERTAS 2307,MAIGAS,,,,EQUIPOS_Images/1111.FOTO.191643.jpg,HOSPITAL QUINTERO,FUERA CONTRATO
1399,7,EQUIPOS DE FRIO,1002,COOLER DOS PUERTAS 2292,MAIGAS,,,,EQUIPOS_Images/1399.FOTO.144414.jpg,HOSPITAL QUINTERO,FUERA CONTRATO
2562,16,AIRE ACONDICIONADO,1002,BOMBA DE CALOR,RHOS,PASRW030B,,,EQUIPOS_Images/2562.FOTO.032528.jpg,URGENCIA,FUERA CONTRATO
93,7,EQUIPOS DE FRIO,1003,COOLER 2 PUERTAS L1.2,DE RIGO,LC-800,0634,,EQUIPOS_Images/93.FOTO.220835.jpg,COOLER,BIMESTRAL
94,7,EQUIPOS DE FRIO,1003,COOLER 1 PUERTA.   LDF.01,DERIGO,L-400,S/S,,EQUIPOS_Images/95.FOTO.144658.jpg,CAFETERIA,BIMESTRAL
95,5,MANTENEDOR CALIENTE,1003,MANTENEDOR CALIENTE L3.3,CYCLING HOT AIR WARMING CABINET,EB- 10W,1344,,EQUIPOS_Images/96.FOTO.144034.jpg,MANTENEDORES CALIENTE,TRIMESTRAL
96,7,EQUIPOS DE FRIO,1003,VITRINA DE POSTRES  L2.2,SIN MARCA,SIN INFORMACION,S/S,,EQUIPOS_Images/96.FOTO.013223.jpg,VITRINAS DE POSTRE,BIMESTRAL
98,6,BAÑO MARIA,1003,BAÑO MARIA L4.3,BIGGI,1/1/2020,Comedor funcionario,,EQUIPOS_Images/99.FOTO.143817.jpg,BAÑOS MARÍA,BIMESTRAL
99,7,EQUIPOS DE FRIO,1003,MESON REFRIGERADO C.F.14.1,DERIGO,YPL9133,S/S,,EQUIPOS_Images/100.FOTO.144601.jpg,MESONES REFRIGERADOS,TRIMESTRAL
100,7,EQUIPOS DE FRIO,1003,MESON REFRIGERADO PE14.1,DE RIGO,YPL9133,YPL913303616022900B50017,,EQUIPOS_Images/101.FOTO.145935.jpg,MESONES REFRIGERADOS,DE BAJA
101,7,EQUIPOS DE FRIO,1003,MESON REFRIGERADO CF14.2,DE RIGO,YPL9133,YPL913303616022900B50013,,EQUIPOS_Images/102.FOTO.145747.jpg,MESONES REFRIGERADOS,TRIMESTRAL
102,1,MARMITA,1003,MARMITA CC9.1,USINOX,MGA25,S/S,,EQUIPOS_Images/103.FOTO.224317.jpg,COCINA,TRIMESTRAL
103,3,SARTEN BASCULANTE,1003,SARTEN BASCULAR CC8.1,OZTI,OTG130/V15.01,CE-1783,,EQUIPOS_Images/104.FOTO.223458.jpg,COCINA,TRIMESTRAL
105,15,BATIDORA,1003,BATIDORA PLANETARIA,Ventus,VM-10,24060-2403013,,EQUIPOS_Images/105.FOTO.154645.jpg,COCINA,FUERA CONTRATO
106,9,LAVAVAJILLA,1003,LAVADORA DE VAJILLAS WOLK,WOLK,WKR 140,S/S,,EQUIPOS_Images/107.FOTO.223907.jpg,LAVAVAJILLAS,FUERA CONTRATO
107,9,LAVAVAJILLA,1003,LAVADORA DE VAJILLAS ELECTROBAR,ELECTTROBAR,FAST 140BD,S/S,,EQUIPOS_Images/108.FOTO.223808.jpg,LAVAVAJILLAS,FUERA CONTRATO
108,7,EQUIPOS DE FRIO,1003,CAMARA TRÁNSITO CT.1,S/M,S/S,S/S,,EQUIPOS_Images/109.FOTO.224015.jpg,CÁMARAS,BIMESTRAL
109,7,EQUIPOS DE FRIO,1003,CAMARA DE FRIO VIÑA CR.1,S/M,S/S,S/S,,EQUIPOS_Images/110.FOTO.224215.jpg,CÁMARAS,BIMESTRAL
110,7,EQUIPOS DE FRIO,1003,CAMARA DE CONGELADOS CCO.1,S/M,S/S,S/S,,EQUIPOS_Images/111.FOTO.224339.jpg,CÁMARAS,BIMESTRAL
111,7,EQUIPOS DE FRIO,1003,PROCESADOR DE VEGETALES PE 15.1,ROBOTCOUPE,CL50E,K4500229001,,EQUIPOS_Images/112.FOTO.223543.jpg,COCINA,SEMESTRAL
112,17,CORTADORA DE FIAMBRE,1003,CORTADOR O LAMINADORA CF1.6,ITA,ES300,S/S,,EQUIPOS_Images/113.FOTO.224411.jpg,COCINA,TRIMESTRAL
113,1,MARMITA,1003,MARMITA OPPICI CC9.3,OPPICI S.A.,MG1500ZG,S/S,,EQUIPOS_Images/114.FOTO.222459.jpg,COCINA,TRIMESTRAL
114,2,HORNO CONVECTOR,1003,HORNO CONVECTOR 20 BANDEJAS C.C.7.1,ANGELOPO,Combistar,FM2011E2-ZMR0,,EQUIPOS_Images/115.FOTO.220912.jpg,HORNOS CONVECTORES,FUERA CONTRATO
115,2,HORNO CONVECTOR,1003,HORNO CONVECTOR 40 BANDEJAS C.C.7.2,GIORIK,SBPE202W,010505/10/14,,EQUIPOS_Images/116.FOTO.220236.jpg,HORNOS CONVECTORES,FUERA CONTRATO
116,7,EQUIPOS DE FRIO,1003,SALAD BAR L5.2,BIGGI,SB140E00,S/S,,EQUIPOS_Images/116.FOTO.051813.jpg,SALAD BAR,TRIMESTRAL
117,8,ABLANDADOR DE AGUA,1003,ABLANDADOR DE AGUA HORNOS,AQUASYSTEM,SIN INFORMACION,S/S,,EQUIPOS_Images/117.FOTO.014005.jpg,ABLANDADORES,FUERA CONTRATO
118,18,CORTINA DE AIRE,1003,CORTINAS DE AIRE  CUARTO FRIO,NORWOOD,FM15-15YK,S/S,,EQUIPOS_Images/118.FOTO.014729.jpg,CORTINAS DE AIRE,SEMESTRAL
119,18,CORTINA DE AIRE,1003,CORTINA DE AIRE MIDEA,MIDEA,HFM-1209Q,S/S,,EQUIPOS_Images/119.FOTO.014715.jpg,CORTINAS DE AIRE,SEMESTRAL
120,14,PLANCHA A GAS,1003,PLANCHA CHURRASQUERA CC10.2,BIGGI,PG,06-481,,EQUIPOS_Images/120.FOTO.192141.jpg,COCINA,TRIMESTRAL
121,14,FREIDORA,1003,FREIDORA CC11.2,OPPICI S.A.,Lado derecho,,,EQUIPOS_Images/121.FOTO.205441.jpg,COCINA,TRIMESTRAL
122,19,MAQUINARIAS EN GENERAL,1003,MOTORES EXTRACCION CAMPANAS,S/M,S/M,,,EQUIPOS_Images/122.FOTO.014644.jpg,EXTRACCIÓN,FUERA CONTRATO
123,4,CALDERA,1003,CALDERA,ACV,Headmaster 60N,A193047,,EQUIPOS_Images/124.FOTO.174921.jpg,CALDERA,FUERA CONTRATO
244,1,MARMITA,1003,MARMITA  CC9.2,USINOX,S/M,S/S,,EQUIPOS_Images/245.FOTO.223100.jpg,COCINA,TRIMESTRAL
245,5,MANTENEDOR CALIENTE,1003,MANTENEDOR CALIENTE L3.1,CYCLING HOT AIR WARMING CABINET,EB-10W,1354,,EQUIPOS_Images/246.FOTO.212350.jpg,MANTENEDORES CALIENTE,TRIMESTRAL
246,7,EQUIPOS DE FRIO,1003,VITRINA DE POSTRES L2.3,DEI,DEI-625E,S/S,,EQUIPOS_Images/246.FOTO.003836.jpg,VITRINAS DE POSTRE,BIMESTRAL
247,5,MANTENEDOR CALIENTE,1003,MANTENEDOR CALIENTE L3.2,CYCLING HOT AIR WARMING CABINET,EB-10W,1343 año 2016,,EQUIPOS_Images/248.FOTO.213138.jpg,MANTENEDORES CALIENTE,TRIMESTRAL
249,6,BAÑO MARIA,1003,BAÑO MARIA L4.2,OPPICI,BE1404G0,A101426A,,EQUIPOS_Images/250.FOTO.220425.jpg,BAÑOS MARÍA,SEMESTRAL
250,7,EQUIPOS DE FRIO,1003,SALAD BAR L5.3,OPPICI,SB14OEDI,A101490A,,EQUIPOS_Images/250.FOTO.221023.jpg,SALAD BAR,TRIMESTRAL
251,7,EQUIPOS DE FRIO,1003,SALAD BAR L5.1,OPPICI,SB140F00,102014,,EQUIPOS_Images/252.FOTO.220834.jpg,SALAD BAR,SEMESTRAL
